"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logSalePrice","GarageCars_f","pool_yn","porch_yn","Fence_f","WoodDeckSF_group","OpenPorchSF_group","EnclosedPorch_group","MiscVal_group","X2ndFlrSFDIV1st","TotalBath","BedroomAbvGr4plus","KitchenQual.Fac","KitchenQual.FacNum","TotRmsAbvGrd10plus","FireplaceY","GarageTypeY","GarageCars.Fac","GarageCars3plus","GarageCond.Fac","GarageCond.N","PavedDrive.Fac","PavedDriveY","MSSubClass_group","YearBuilt.b","YearRemodAdd.b","RoofStyleY","RoofMatl.n","Exterior1st.n","Exterior2nd.n","MasVnrType.n","MasVnrArea.b","ExterQual.n","ExterCond.n","Foundation.n","BsmtQual.n","BsmtCond.n","BsmtExposure.n","BsmtFinType1.n","BsmtFinSF1.b","BsmtFinType2.n","BsmtFinSF2.b","BsmtUnfSF.b","TotalBsmtSF.b","Heating.n","HeatingQC.n","CentralAir.n","Electrical.n"
"30",30,30,"RM",60,6324,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,520,520,"GasA","Fa","N","SBrkr",520,0,0,520,0,0,1,0,1,1,"Fa",4,"Typ",0,NA,"Detchd",1920,"Unf",1,240,"Fa","TA","Y",49,0,87,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal",68500,11.1345890242503,"1",0,0,NA,"0-100SF","0-50SF","50-100SF","$0-$200",0,1,1,"Fa",1,4,0,0,"1",2,"TA",3,"Y",1,"0-30",1,0,1,2,9,9,3,0,2,3,1,3,3,1,1,0,1,0,3,3,2,2,0,5
"31",31,70,"C (all)",50,8500,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg","BrkFace","BrkFace","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,649,649,"GasA","TA","N","SBrkr",649,668,0,1317,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Unf",1,250,"TA","Fa","N",0,54,172,0,0,0,NA,"MnPrv",NA,0,7,2008,"WD","Normal",40000,10.5966347330961,"1",0,0,"MnPrv","0-100SF","50-100SF","150-200SF","$0-$200",1.02927580893683,1,3,"TA",2,6,0,0,"1",2,"Fa",2,"N",0,"60-90",1,0,0,2,4,4,3,0,2,2,1,3,3,1,1,0,1,0,3,3,2,3,0,5
"32",32,20,"RL",NA,8544,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1228,1228,"GasA","Gd","Y","SBrkr",1228,0,0,1228,0,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1966,"Unf",1,271,"TA","TA","Y",0,65,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD","Normal",149350,11.9140478236443,"1",0,0,"MnPrv","0-100SF","50-100SF","0-50SF","$0-$200",0,1.5,3,"Gd",3,6,0,1,"1",2,"TA",3,"Y",1,"0-30",3,5,1,2,7,7,3,0,2,3,2,3,3,1,1,0,1,0,5,5,2,4,1,5
"33",33,20,"RL",85,11049,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1234,1234,"GasA","Ex","Y","SBrkr",1234,0,0,1234,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",2,484,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,1,2008,"WD","Normal",179900,12.1001564199386,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,0,1,"2",3,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,3,0,3,3,3,5,3,3,1,0,1,0,5,5,2,5,1,5
"34",34,20,"RL",70,10552,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1018,"Unf",0,380,1398,"GasA","Gd","Y","SBrkr",1700,0,0,1700,0,1,1,1,4,1,"Gd",6,"Typ",1,"Gd","Attchd",1959,"RFn",2,447,"TA","TA","Y",0,38,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal",165500,12.0167264737993,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1.5,4,"Gd",3,6,1,1,"2",3,"TA",3,"Y",1,"0-30",2,0,1,2,4,4,3,0,2,3,2,3,3,1,3,5,1,0,2,6,2,4,1,5
"35",35,120,"RL",60,7313,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",246,"Ex","TA","PConc","Ex","TA","No","GLQ",1153,"Unf",0,408,1561,"GasA","Ex","Y","SBrkr",1561,0,0,1561,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,556,"TA","TA","Y",203,47,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",277500,12.5335762121686,"2",0,0,NA,"200-300SF","0-50SF","0-50SF","$0-$200",0,2,2,"Ex",4,6,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,9,9,2,1,4,3,3,5,3,1,6,5,1,0,2,7,2,5,1,5
"36",36,60,"RL",108,13418,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",132,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1132,1320,0,2452,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",113,32,0,0,0,0,NA,NA,NA,0,9,2006,"WD","Normal",309000,12.6410965558799,"3",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",1.1660777385159,3.5,4,"Gd",3,9,1,1,"3",4,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,4,1,3,3,3,5,3,3,1,0,1,0,5,5,2,5,1,5
"37",37,20,"RL",112,10859,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1097,1097,"GasA","Ex","Y","SBrkr",1097,0,0,1097,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1995,"Unf",2,672,"TA","TA","Y",392,64,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",145000,11.8844890214027,"2",0,0,NA,"300-400SF","50-100SF","0-50SF","$0-$200",0,1.5,3,"TA",2,6,0,1,"2",3,"TA",3,"Y",1,"0-30",4,4,1,2,13,14,3,0,2,3,3,4,3,1,1,0,1,0,5,5,2,5,1,5
"38",38,20,"RL",74,8532,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",650,"TA","TA","CBlock","TA","TA","No","Rec",1213,"Unf",0,84,1297,"GasA","Gd","Y","SBrkr",1297,0,0,1297,0,1,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal",153000,11.9381932003746,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,5,1,1,"2",3,"TA",3,"Y",1,"0-30",2,3,1,2,14,15,2,3,2,3,2,3,3,1,3,5,1,0,1,6,2,4,1,5
"39",39,20,"RL",68,7922,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",731,"Unf",0,326,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1953,"Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,NA,NA,NA,0,1,2010,"WD","Abnorml",109000,11.5991031612113,"1",0,0,NA,"0-100SF","50-100SF","0-50SF","$0-$200",0,1,3,"Gd",3,5,0,0,"1",2,"TA",3,"Y",1,"0-30",2,5,1,2,13,14,3,0,2,4,2,3,3,1,6,3,1,0,2,5,2,3,1,5
"40",40,90,"RL",65,6040,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","N","FuseP",1152,0,0,1152,0,0,2,0,2,2,"Fa",6,"Typ",0,NA,"Detchd",NA,NA,0,0,NA,"TA","N",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","AdjLand",82000,11.3144745262464,"0",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,2,"Fa",1,6,0,0,"0",1,"TA",3,"N",0,"60-90",2,0,1,2,1,11,3,0,2,3,3,0,0,0,0,0,0,0,0,0,2,3,0,2
"41",41,20,"RL",84,8658,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",101,"TA","TA","CBlock","TA","TA","No","Rec",643,"Unf",0,445,1088,"GasA","Ex","Y","SBrkr",1324,0,0,1324,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1965,"RFn",2,440,"TA","TA","Y",0,138,0,0,0,0,NA,"GdWo",NA,0,12,2006,"WD","Abnorml",160000,11.982929094216,"2",0,0,"GdWo","0-100SF","100-150SF","0-50SF","$0-$200",0,2,3,"TA",2,6,1,1,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,14,15,2,1,2,3,2,3,3,1,3,3,1,0,2,5,2,5,1,5
"42",42,20,"RL",115,16905,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","Gd","BLQ",967,"Unf",0,383,1350,"GasA","Gd","Y","SBrkr",1328,0,0,1328,0,1,1,1,2,1,"TA",5,"Typ",2,"Gd","Attchd",1959,"RFn",1,308,"TA","TA","P",0,104,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",170000,12.0435537160324,"1",0,0,NA,"0-100SF","100-150SF","0-50SF","$0-$200",0,1.5,2,"TA",2,5,1,1,"1",2,"TA",3,"P",0,"0-30",2,0,1,2,13,14,3,0,2,4,2,3,3,4,4,4,1,0,2,6,2,4,1,5
"43",43,85,"RL",NA,9180,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",747,"LwQ",93,0,840,"GasA","Gd","Y","SBrkr",884,0,0,884,1,0,1,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,0,0,0,NA,"MnPrv",NA,0,12,2007,"WD","Normal",144000,11.8775685785581,"2",0,0,"MnPrv","200-300SF","0-50SF","0-50SF","$0-$200",0,1,2,"Gd",3,5,0,1,"2",3,"Gd",4,"Y",1,"60-90",3,3,1,2,7,7,3,0,2,3,2,4,3,3,5,3,2,1,0,4,2,4,1,5
"44",44,20,"RL",NA,9200,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",280,"BLQ",491,167,938,"GasA","TA","Y","SBrkr",938,0,0,938,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1977,"Unf",1,308,"TA","TA","Y",145,0,0,0,0,0,NA,"MnPrv",NA,0,7,2008,"WD","Normal",130250,11.7772109596156,"1",0,0,"MnPrv","100-200SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,5,0,0,"1",2,"TA",3,"Y",1,"0-30",3,2,1,2,13,14,3,0,2,3,2,4,3,3,2,2,4,2,1,4,2,3,1,5
"45",45,20,"RL",70,7945,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",179,"BLQ",506,465,1150,"GasA","Ex","Y","FuseA",1150,0,0,1150,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",1,300,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",141000,11.8565151693603,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,6,0,1,"1",2,"TA",3,"Y",1,"0-30",2,0,1,2,4,15,3,0,2,3,2,3,3,1,5,1,4,3,2,5,2,5,1,4
"46",46,120,"RL",61,7658,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",412,"Ex","TA","PConc","Ex","TA","No","GLQ",456,"Unf",0,1296,1752,"GasA","Ex","Y","SBrkr",1752,0,0,1752,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,576,"TA","TA","Y",196,82,0,0,0,0,NA,NA,NA,0,2,2010,"WD","Normal",319900,12.6757637259376,"2",0,0,NA,"100-200SF","50-100SF","0-50SF","$0-$200",0,2,2,"Ex",4,6,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,9,9,2,2,4,3,3,5,3,1,6,2,1,0,6,8,2,5,1,5
"47",47,50,"RL",48,12822,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",1351,"Unf",0,83,1434,"GasA","Ex","Y","SBrkr",1518,631,0,2149,1,0,1,1,1,1,"Gd",6,"Typ",1,"Ex","Attchd",2003,"RFn",2,670,"TA","TA","Y",168,43,0,0,198,0,NA,NA,NA,0,8,2009,"WD","Abnorml",239686,12.3870850123755,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0.415678524374177,1.5,1,"Gd",3,6,1,1,"2",3,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,3,0,3,3,3,5,3,1,6,6,1,0,1,6,2,5,1,5
"48",48,20,"FV",84,11096,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1632,1656,"GasA","Ex","Y","SBrkr",1656,0,0,1656,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2006,"RFn",3,826,"TA","TA","Y",0,146,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",249700,12.4280154762679,"3",0,0,NA,"0-100SF","100-150SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,0,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,3,0,3,3,3,4,3,3,6,1,1,0,7,7,2,5,1,5
"49",49,190,"RM",33,4456,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,736,736,"GasA","Gd","Y","SBrkr",736,716,0,1452,0,0,2,0,2,3,"TA",8,"Typ",0,NA,"Detchd",NA,NA,0,0,NA,"TA","N",0,0,102,0,0,0,NA,NA,NA,0,6,2009,"New","Partial",113000,11.6351430976945,"0",0,0,NA,"0-100SF","0-50SF","100-150SF","$0-$200",0.972826086956522,2,2,"TA",2,8,0,0,"0",1,"TA",3,"N",0,"90-200",1,5,1,2,9,9,3,0,2,3,1,3,3,1,1,0,1,0,3,3,2,4,1,5
"50",50,20,"RL",66,7742,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",763,"Unf",0,192,955,"GasA","Ex","Y","SBrkr",955,0,0,955,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,1,2007,"WD","Normal",127000,11.7519423654407,"1",0,0,"MnPrv","0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,6,0,1,"1",2,"TA",3,"Y",1,"0-30",3,1,1,2,7,7,3,0,2,3,2,3,3,1,4,4,1,0,1,4,2,5,1,5
"51",51,60,"RL",NA,13869,"Pave",NA,"IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",182,"Unf",0,612,794,"GasA","Gd","Y","SBrkr",794,676,0,1470,0,1,2,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1997,"Fin",2,388,"TA","TA","Y",0,75,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",177000,12.083905011556,"2",0,0,NA,"0-100SF","50-100SF","0-50SF","$0-$200",0.851385390428212,2,3,"TA",2,6,0,1,"2",3,"TA",3,"Y",1,"30-60",4,4,1,2,13,14,3,0,2,3,3,4,3,3,6,1,1,0,3,4,2,4,1,5
"52",52,50,"RM",52,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,360,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,0,0,0,NA,"MnPrv","Shed",400,9,2006,"WD","Normal",114500,11.6483301019764,"2",0,0,"MnPrv","100-200SF","0-50SF","0-50SF","$200-$400",0,1,3,"TA",2,6,1,0,"2",3,"TA",3,"Y",1,"30-60",2,0,1,2,14,15,3,0,2,3,3,3,3,1,1,0,1,0,4,4,2,3,1,5
"53",53,90,"RM",110,8472,"Grvl",NA,"IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","LwQ",104,"GLQ",712,0,816,"GasA","TA","N","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"CarPort",1963,"Unf",2,516,"TA","TA","Y",106,0,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal",110000,11.6082356447746,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,5,0,0,"2",3,"TA",3,"Y",1,"60-90",3,1,1,2,14,15,3,0,1,3,2,4,3,4,2,1,6,3,0,4,2,3,0,5
"54",54,20,"RL",68,50271,"Pave",NA,"IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",1810,"Unf",0,32,1842,"GasA","Gd","Y","SBrkr",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"Typ",1,"Gd","Attchd",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,NA,NA,NA,0,11,2006,"WD","Normal",385000,12.8609986132699,"3",0,0,NA,"> 400SF","50-100SF","0-50SF","$0-$200",0,0.5,0,"Gd",3,5,1,1,"3",4,"TA",3,"Y",1,"0-30",3,3,1,8,15,16,3,0,3,3,2,5,3,4,6,8,1,0,1,8,2,4,1,5
"55",55,80,"RL",60,7134,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,0,384,"GasA","TA","Y","SBrkr",1360,0,0,1360,0,0,1,0,3,1,"TA",6,"Min1",1,"TA","Detchd",1962,"Unf",2,572,"TA","TA","Y",0,50,0,0,0,0,NA,"MnPrv",NA,0,2,2007,"WD","Normal",130000,11.7752897294377,"2",0,0,"MnPrv","0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,6,1,0,"2",3,"TA",3,"Y",1,"60-90",2,0,1,2,9,9,3,0,2,3,2,3,3,1,5,2,1,0,0,2,2,3,1,5
"56",56,20,"RL",100,10175,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","BLQ",490,"Unf",0,935,1425,"GasA","Gd","Y","SBrkr",1425,0,0,1425,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1964,"RFn",2,576,"TA","TA","Y",0,0,0,407,0,0,NA,NA,NA,0,7,2008,"WD","Normal",180500,12.1034860567551,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,3,"TA",2,7,1,1,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,7,11,2,1,2,3,2,3,3,1,4,2,1,0,4,6,2,4,1,5
"57",57,160,"FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",649,"Unf",0,321,970,"GasA","Ex","Y","SBrkr",983,756,0,1739,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1999,"Fin",2,480,"TA","TA","Y",115,0,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Abnorml",172500,12.0581525154536,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0.769074262461852,2.5,3,"Gd",3,7,0,1,"2",3,"TA",3,"Y",1,"90-200",4,4,1,2,9,9,2,2,3,3,3,4,3,1,6,3,1,0,2,4,2,5,1,5
"58",58,60,"RL",89,11645,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,860,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal",196500,12.1884177102915,"2",0,0,NA,"0-100SF","50-100SF","0-50SF","$0-$200",1,2.5,3,"Gd",3,7,0,1,"2",3,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,3,0,3,3,3,4,3,1,1,0,1,0,4,4,2,5,1,5
"59",59,60,"RL",66,13682,"Pave",NA,"IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1410,1410,"GasA","Ex","Y","SBrkr",1426,1519,0,2945,0,0,3,1,3,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,641,"TA","TA","Y",192,0,37,0,0,0,NA,NA,NA,0,10,2006,"New","Partial",438780,12.9917534274931,"3",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",1.06521739130435,3.5,3,"Gd",3,10,1,1,"3",4,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,2,4,4,3,3,5,3,4,1,0,1,0,6,6,2,5,1,5
"60",60,20,"RL",60,7200,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",632,"Unf",0,148,780,"GasA","Ex","Y","SBrkr",780,0,0,780,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,NA,"MnPrv",NA,0,1,2008,"WD","Normal",124900,11.7352686961137,"1",0,0,"MnPrv","100-200SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,4,0,0,"1",2,"TA",3,"Y",1,"0-30",3,2,1,2,7,7,3,0,2,3,2,3,3,3,5,3,1,0,1,4,2,5,1,5
